voterid,urbanicity,date_of_birth,gender,married,homeowner,has_children,zipcode,modeled_charitable_giving,household_income,unaffiliated_voter,modeled_activist_score,modeled_turnout_score,discretionary_income_level,nonsaver_level,modeled_partisan_score,survey_respondent,liberal_cause_donation,ntile
658,Rural,1949,M,1,1,,3955,,52000,1,81.3,90.6,8,,95.4,0,,1
12334,Suburban,1956,M,1,1,1,4648,7,56000,1,75,86.8,2,7,95.4,0,,1
19589,Suburban,1961,F,0,1,,4092,10,66000,1,12.2,84.5,4,2,95.4,0,,1
13590,Urban,1938,M,1,1,,3069,7,97000,1,48.4,84.4,2,7,95.4,0,,1
17308,Urban,1948,F,0,1,,3601,10,48000,1,24,83.5,9,1,95.4,0,,2
9626,Suburban,1948,F,1,1,,5329,7,48000,1,72.2,83.1,2,7,95.4,0,,2
10034,Suburban,1944,F,1,0,,4425,9,19000,1,56.8,83,11,6,95.4,0,,2
7485,Urban,1976,M,1,1,,3225,6,49000,1,32.7,82.8,11,2,95.4,0,,2
19443,Rural,1948,F,0,,,5637,,17000,1,20.3,78.8,11,1,95.4,0,,2
16652,Rural,1961,F,0,,,3319,9,47000,1,18.9,78.6,6,2,95.4,0,,2
11947,Rural,1935,F,0,1,,4253,10,17000,1,35.6,77.1,11,4,95.4,0,,2
16067,Rural,1979,,1,,,None,,,1,32.6,76.9,,1,95.4,0,,2
10042,Urban,1965,M,0,,,5233,3,73000,1,29.1,76.9,6,7,95.4,0,,2
930,Suburban,1957,F,0,1,,3028,8,84000,1,18.2,76.8,10,10,95.4,1,23,2
8619,Urban,1968,,0,,,3214,,,1,64.9,74.1,,,95.4,0,,2
4571,Suburban,1946,F,1,1,,5232,9,53000,1,77.6,97.5,8,7,95.5,1,14,1
3468,Rural,1956,F,0,,,3943,,92000,1,65.9,97.5,4,5,95.5,1,59,1
18463,Rural,,M,0,,,5659,,15000,1,65.6,94.3,11,1,95.5,0,,1
18673,Suburban,1958,F,1,1,,3067,8,77000,1,20.9,93.8,5,10,95.5,0,,1
18398,Suburban,1962,F,1,1,,4435,10,53000,1,68.8,93.1,8,5,95.5,0,,1
14754,Suburban,1977,F,1,1,,4721,1,111000,1,58.5,92.4,3,9,95.5,0,,1
1517,Urban,1971,F,1,1,,3207,1,897000,1,38.4,92.1,6,10,95.5,1,25,1
18959,Rural,1965,F,1,1,,4887,7,58000,1,36.7,91.9,6,7,95.5,0,,1
14583,Suburban,1955,F,1,1,1,4870,8,57000,1,38.3,91.9,3,5,95.5,0,,1
14497,Rural,1954,M,0,1,,4259,8,75000,1,69.6,90,4,8,95.5,0,,1
14181,Suburban,1960,F,1,1,,4263,7,81000,1,24.1,89.6,1,7,95.5,0,,1
18911,Urban,1973,F,0,1,,3223,,129000,1,35.9,89.4,2,,95.5,0,,1
16427,Suburban,1960,F,1,1,,4263,9,67000,1,28.6,88.2,2,7,95.5,0,,1
6542,Suburban,1949,F,1,1,,3034,9,77000,1,46.9,88,5,8,95.5,0,,1
18725,Suburban,1971,,0,,,3051,,,1,59.3,87.5,,,95.5,0,,1
15263,Rural,1961,M,1,1,1,4648,5,74000,1,59,86.2,6,5,95.5,0,,1
6221,Suburban,1969,F,1,1,,3615,10,46000,1,23.2,86.2,5,2,95.5,0,,1
16465,Suburban,1981,M,1,,,4906,5,69000,1,55.8,85.1,5,4,95.5,0,,1
17400,Urban,1972,F,1,1,,3206,9,50000,1,10.9,84.6,10,4,95.5,0,,2
4830,Suburban,1957,M,1,1,,4645,9,50000,1,82.8,84.5,7,4,95.5,1,51,2
13311,Suburban,1933,M,1,1,,3123,8,83000,1,31.8,84.4,5,6,95.5,0,,2
12108,Urban,1981,F,0,1,,3210,3,60000,1,33.6,83.8,7,6,95.5,0,,2
14967,Urban,1962,M,0,1,,3124,8,66000,1,12.5,83.1,6,5,95.5,0,,2
13418,Suburban,1964,M,1,1,1,4012,9,62000,1,48.1,82.8,1,5,95.5,0,,2
11167,Urban,1979,F,0,1,,3612,10,46000,1,14,82.4,5,3,95.5,0,,2
7290,Suburban,1961,F,1,1,,4036,10,76000,1,23.3,82.1,7,7,95.5,0,,2
11409,Urban,1954,M,1,1,1,3207,8,47000,1,31,81.4,10,4,95.5,0,,2
2723,Rural,1964,F,1,1,,3025,8,82000,1,39.2,81.2,2,9,95.5,1,41,2
10499,Suburban,1982,M,1,1,,5323,7,80000,1,69.4,80.6,10,6,95.5,0,,2
17610,Rural,1962,M,0,1,,3102,,30000,1,52.1,80,10,,95.5,0,,2
12483,Suburban,1978,M,0,,,4320,,106000,1,27.8,76.8,7,,95.5,0,,2
17896,Urban,1951,M,1,,,4140,10,30000,1,58.8,76.2,10,2,95.5,0,,2
11788,Suburban,1944,F,0,1,,5067,9,47000,1,38.6,73.7,8,4,95.5,0,,2
11341,Rural,1941,M,1,,,3967,10,27000,1,71.1,72.6,11,1,95.5,0,,2
19058,Suburban,1985,M,1,,,4010,,97000,1,68.3,72.1,1,,95.5,0,,2
14433,Rural,1951,F,1,1,,5859,10,28000,1,47.5,98.2,10,4,95.6,0,,1
19388,Rural,1957,F,1,,,4467,7,25000,1,68.8,97.2,3,4,95.6,0,,1
495,Rural,1948,F,0,1,,5321,8,43000,1,71.1,97.2,9,4,95.6,1,16,1
4058,Suburban,1973,F,1,1,,4144,8,83000,1,45.9,96.5,3,10,95.6,1,77,1
11950,Urban,1940,,1,1,,4105,6,31000,1,75.5,96,10,4,95.6,0,,1
2278,Rural,1941,F,1,0,,3948,,74000,1,65,95.4,4,,95.6,0,,1
5955,Suburban,1949,F,1,1,,3957,9,53000,1,80.5,94.1,8,7,95.6,0,,1
11322,Suburban,1971,F,1,1,,5505,6,49000,1,41.4,92.3,7,7,95.6,0,,1
15980,Rural,1975,F,1,1,,4098,9,81000,1,22.5,92.3,3,9,95.6,0,,1
202,Urban,1975,M,1,1,,3603,4,86000,1,54.8,90.5,4,8,95.6,1,79,1
19109,Suburban,1975,F,0,1,,3004,6,115000,1,37.1,89.7,4,9,95.6,0,,1
13774,Urban,1932,F,0,,,5221,10,15000,1,73.9,89.5,11,2,95.6,0,,1
9235,Rural,1957,F,1,1,,4041,9,54000,1,51.1,89.3,1,5,95.6,0,,1
8692,Rural,1960,F,0,1,,4627,7,58000,1,43.2,88.7,6,3,95.6,0,,1
9506,Suburban,1968,F,1,1,,3086,1,126000,1,14.8,88.3,2,8,95.6,0,,1
8530,Suburban,1967,F,1,1,,4256,7,94000,1,21.6,88.1,3,10,95.6,0,,1
18787,Suburban,1967,M,1,1,,4135,8,89000,1,38.5,86.7,1,8,95.6,0,,1
16611,Suburban,1977,M,1,1,,4703,9,48000,1,55.7,86.5,6,1,95.6,0,,2
17703,Rural,1928,F,1,1,,4877,,131000,1,54.3,86.3,3,7,95.6,0,,2
15547,Rural,1930,M,0,,,3963,,21000,1,64.9,85.4,11,,95.6,0,,2
14550,Suburban,1953,F,0,,,5038,,75000,1,40.8,84.6,4,,95.6,0,,2
1893,Suburban,1986,,0,1,,5235,6,81000,1,59.9,84.2,11,10,95.6,0,,2
17652,Rural,1945,M,0,,,3906,7,25000,1,41,83.8,11,2,95.6,0,,2
4905,Urban,1981,,0,0,,4126,,66000,1,70.5,82.8,6,,95.6,0,,2
7959,Suburban,1959,,1,,,4313,,72000,1,51.9,80.9,6,,95.6,0,,2
11252,Rural,1973,F,0,1,,3961,10,22000,1,24.6,80.2,11,3,95.6,0,,2
7998,Urban,1992,M,0,,,None,,,1,77.6,78.6,,5,95.6,0,,2
5075,Rural,1969,,0,1,1,4608,6,52000,1,37.5,77.8,3,5,95.6,1,98,2
7184,Suburban,1951,F,0,1,,5662,4,59000,1,47,77.3,8,7,95.6,0,,2
715,Rural,1939,F,0,1,,4672,5,17000,1,57.7,76.5,11,2,95.6,1,6,2
1548,Suburban,1971,F,0,1,,3063,6,77000,1,49.6,76.4,6,9,95.6,1,68,2
4923,Suburban,1975,,0,,,4128,8,66000,1,71.9,75.7,4,3,95.6,1,79,2
7395,Suburban,1958,M,0,1,,4051,10,17000,1,38.3,74,4,2,95.6,0,,2
10105,Rural,1945,F,1,1,,4629,9,45000,1,81.6,98.1,8,6,95.7,0,,1
17094,Rural,1962,F,1,1,,5662,4,59000,1,58.6,97.8,6,5,95.7,0,,1
8702,Suburban,,M,1,1,,4217,10,47000,1,69.6,96.7,3,4,95.7,0,,1
3252,Suburban,1948,F,1,1,,4709,5,71000,1,75.5,96.7,5,3,95.7,1,93,1
16324,Suburban,1947,M,1,1,,5019,10,19000,1,74.8,95.3,11,3,95.7,0,,1
8204,Suburban,1952,M,1,1,,4707,9,45000,1,77.5,94.8,5,2,95.7,0,,1
1908,Rural,1969,M,0,1,,3024,1,123000,1,74.2,94.4,2,10,95.7,1,26,1
1169,Rural,1939,F,,1,,3709,10,12000,1,71.8,93.9,11,2,95.7,1,5,1
19369,Suburban,1966,F,1,,,None,,,1,66.3,93.1,,,95.7,0,,1
17564,Rural,1932,F,1,1,,5748,8,22000,1,60,92.7,11,2,95.7,0,,1
5377,Urban,1946,M,1,1,1,4114,7,77000,1,69.7,91.2,4,7,95.7,0,,1
7965,Suburban,1961,F,1,1,,4642,6,74000,1,40.3,90.3,4,7,95.7,0,,1
11120,Suburban,1948,M,1,1,1,4233,5,115000,1,38.4,89.9,4,7,95.7,0,,1
1484,Suburban,1948,M,1,1,,3619,9,45000,1,75.5,88.5,8,5,95.7,1,38,1
1987,Rural,1960,M,0,,,3037,7,75000,1,48.6,87.1,5,5,95.7,1,27,1
6828,Rural,1945,F,1,,,3050,,,1,23.5,86.1,,,95.7,0,,2
3686,Suburban,1972,M,0,1,,3083,4,92000,1,57.2,85.5,4,8,95.7,1,84,2
2927,Suburban,1945,M,1,1,,5244,2,94000,1,62,84.4,7,9,95.7,1,94,2
4344,Urban,1950,F,1,1,,5427,10,30000,1,54.4,82.8,9,4,95.7,1,18,2
2305,Suburban,1954,F,1,1,,5344,8,78000,1,83.7,82.4,1,7,95.7,1,82,2
17361,Rural,1995,,1,1,,5624,,27000,1,73.5,82.2,10,,95.7,0,,2
10829,Urban,1977,,0,,,4128,7,21000,1,65,81.3,11,6,95.7,0,,2
15048,Suburban,1953,,1,,,5800,,23000,1,81.6,80.8,11,,95.7,0,,2
4536,Suburban,1964,,0,1,,3954,,23000,1,40.5,77.8,11,4,95.7,0,,2
10178,Suburban,1962,M,1,1,,4091,7,84000,1,23,76.8,3,10,95.7,0,,2
1749,Suburban,1932,F,0,1,,5804,,21000,1,73.9,76,11,1,95.7,1,4,2
3539,Suburban,1927,M,0,1,,5806,9,11000,1,61.3,76,11,4,95.7,1,6,2
2707,Suburban,1944,F,1,1,,4644,9,44000,1,38.7,72.8,8,4,95.7,1,13,2
9482,Suburban,1937,F,0,1,,4667,8,15000,1,26.3,71.6,10,4,95.7,0,,2
10890,Rural,1948,F,0,1,,5389,4,102000,1,80.8,97.4,3,8,95.8,0,,1
19205,Rural,1952,F,1,1,,3567,10,49000,1,55.5,97.2,7,2,95.8,0,,1
518,Rural,1961,M,1,,,3716,7,62000,1,62.9,97.2,7,5,95.8,1,92,1
8561,Rural,1966,F,1,,,5745,,60000,1,64.5,97,6,,95.8,0,,1
1795,Suburban,1961,M,1,1,,4033,7,74000,1,69,96.7,1,5,95.8,1,96,1
18751,Suburban,1952,F,1,1,,3029,6,77000,1,84.2,95.2,5,6,95.8,0,,1
480,Urban,1959,F,0,1,,5203,,54000,1,76.2,95.1,7,,95.8,0,,1
5124,Rural,1945,M,1,1,,5149,7,75000,1,76.6,95,8,8,95.8,0,,1
2929,Rural,1944,F,0,1,,5650,,12000,1,85.4,94.5,11,1,95.8,1,3,1
16862,Suburban,1939,F,1,1,,4064,10,44000,1,61.6,93.6,1,4,95.8,0,,1
11204,Urban,1949,F,1,,,3236,7,57000,1,78.6,93.4,8,6,95.8,0,,1
14962,Rural,1949,M,0,,,5652,10,26000,1,62.1,93.4,10,4,95.8,0,,1
16228,Suburban,1964,M,1,1,,4511,8,74000,1,42.7,92.3,4,9,95.8,0,,1
586,Urban,1944,F,1,1,,3237,4,75000,1,76.3,92,9,7,95.8,1,7,1
5452,Rural,1956,F,1,1,,4057,10,43000,1,17.1,90.9,9,2,95.8,0,,1
19091,Rural,1962,M,0,,,5663,,78000,1,59.4,90.9,5,,95.8,0,,1
19685,Rural,1932,M,1,1,,5635,7,20000,1,42.6,90.4,11,2,95.8,0,,1
6459,Urban,1983,F,1,,,5203,3,128000,1,68.9,90.1,2,8,95.8,0,,1
6579,Rural,1976,F,1,,1,5365,7,54000,1,21.9,89.4,8,5,95.8,0,,1
3830,Suburban,1957,F,1,1,,4093,10,64000,1,66,88.5,1,5,95.8,1,31,1
19245,Suburban,1942,F,1,1,,3002,7,73000,1,37,87.5,7,8,95.8,0,,1
6907,Urban,1964,M,1,1,1,3233,4,94000,1,59.4,87.5,3,9,95.8,0,,2
9752,Rural,1948,F,1,1,,4837,9,50000,1,54.9,87.5,7,7,95.8,0,,2
9178,Suburban,1983,F,0,1,,3129,8,57000,1,10.2,86.9,4,4,95.8,0,,2
19979,Suburban,1968,M,1,,,4061,9,69000,1,34.9,85.9,3,5,95.8,0,,2
8794,Suburban,1962,F,0,1,1,3131,8,47000,1,23.2,85.6,4,4,95.8,0,,2
19475,Suburban,1946,F,0,1,,5046,8,26000,1,53.5,85.3,11,2,95.8,0,,2
6210,Suburban,1980,M,0,1,,4318,10,42000,1,30.4,84.9,9,3,95.8,0,,2
3692,Urban,1956,F,0,,,3606,9,44000,1,52.7,84.3,8,4,95.8,1,39,2
4749,Suburban,1973,M,0,,,5245,,86000,1,29.8,84.1,4,,95.8,0,,2
11130,Suburban,1955,M,1,,,4017,6,105000,1,26.1,83.8,1,9,95.8,0,,2
17329,Suburban,1950,M,0,0,,5250,9,65000,1,58.1,83,10,6,95.8,0,,2
19594,Urban,1945,F,1,1,,3209,9,23000,1,66.5,82,11,1,95.8,0,,2
6891,Urban,1974,,0,,,3233,,53000,1,56.9,81.5,7,,95.8,0,,2
1401,Rural,1964,M,0,1,,3551,2,109000,1,42.4,80.6,5,10,95.8,1,42,2
7159,Urban,1966,F,1,,,5234,8,76000,1,52,78.4,10,5,95.8,0,,2
16183,Rural,1925,M,0,1,,5143,,12000,1,59.8,77.8,11,1,95.8,0,,2
15720,Urban,1925,F,0,1,,4106,,14000,1,62.7,77.1,11,2,95.8,0,,2
17496,Rural,1940,F,0,1,,5042,9,25000,1,60.1,75.9,10,4,95.8,0,,2
14082,Rural,1982,M,1,1,,4605,6,70000,1,50.4,74.5,11,8,95.8,0,,2
14188,Suburban,1965,F,0,,,4440,10,19000,1,49.1,72.1,11,5,95.8,0,,2
264,Rural,1949,M,1,1,,4040,10,44000,1,57.2,97.7,8,4,95.9,1,31,1
5598,Suburban,1951,F,1,1,,4133,10,48000,1,79.9,97.3,7,8,95.9,0,,1
20073,Suburban,1946,M,1,1,,3616,6,71000,1,71,97.1,3,7,95.9,0,,1
3029,Rural,1945,M,1,1,,3510,,28000,1,55.5,96.6,10,1,95.9,1,32,1
1989,Suburban,1958,M,0,,,5418,2,73000,1,81.4,96.1,6,7,95.9,1,33,1
17369,Rural,1946,F,1,,,3135,7,84000,1,42.1,95.9,4,7,95.9,0,,1
2477,Rural,1945,F,1,1,,5711,,16000,1,75.6,93,11,1,95.9,1,10,1
16585,Urban,1963,M,1,1,1,4126,8,68000,1,63.1,91.9,3,5,95.9,0,,1
2426,Suburban,1954,F,1,1,,4069,9,75000,1,59.5,91.6,3,5,95.9,1,94,1
10851,Suburban,1954,,0,,,3619,9,27000,1,77,89.5,10,2,95.9,0,,1
13387,Suburban,1962,F,1,1,,4065,9,76000,1,21.7,89.5,3,5,95.9,0,,1
10514,Urban,1955,M,1,1,,3233,6,77000,1,68.5,88.4,5,10,95.9,0,,1
5804,Suburban,1966,M,0,0,,5324,9,47000,1,62,88.4,7,4,95.9,0,,1
13486,Suburban,1970,F,1,1,,3148,8,70000,1,27,88.4,3,7,95.9,0,,1
9598,Rural,1952,F,0,,,4822,7,31000,1,52.2,87.5,7,1,95.9,0,,1
13342,Suburban,1981,F,1,1,,4013,6,91000,1,70,87.5,3,9,95.9,0,,1
11809,Suburban,1950,F,1,1,,5062,7,55000,1,65.2,86.7,2,7,95.9,0,,1
14065,Suburban,1988,F,1,1,,3613,6,71000,1,61.5,86.4,5,6,95.9,0,,1
17586,Suburban,1944,F,0,1,,3612,10,48000,1,47,86.3,10,4,95.9,0,,1
10761,Rural,1934,F,1,0,,4605,6,46000,1,50.1,86.2,11,6,95.9,0,,1
3036,Urban,1985,F,0,,,4094,,,1,73.5,85.8,,,95.9,0,,2
2419,Suburban,1976,F,1,,,5236,6,55000,1,19.6,85.2,6,5,95.9,1,93,2
9135,Urban,1970,F,0,0,,3216,1,96000,1,56.1,84.6,4,6,95.9,0,,2
16191,Rural,1971,M,0,,,3509,6,58000,1,45.6,83.9,6,6,95.9,0,,2
12040,Urban,1930,F,1,1,,3626,10,11000,1,68.2,83.6,11,2,95.9,0,,2
18308,Suburban,1937,F,0,,,5800,,90000,1,87.3,83,3,,95.9,0,,2
2174,Suburban,1938,M,1,1,,4668,8,16000,1,34.2,82.9,11,4,95.9,1,25,2
4703,Suburban,1935,M,1,1,,3610,10,15000,1,75.4,81.2,11,3,95.9,1,3,2
12279,Rural,1943,M,0,0,,3014,7,34000,1,58.1,81.1,10,5,95.9,0,,2
8973,Urban,1964,F,0,,,4115,3,67000,1,44.2,80.8,6,1,95.9,0,,2
905,Rural,1981,M,0,1,1,5344,7,58000,1,48.6,80.6,10,7,95.9,1,89,2
442,Urban,1964,,0,,,5207,,,1,80.3,80.6,,,95.9,0,,2
5682,Rural,1952,M,1,1,,5762,10,11000,1,27.3,80.4,11,4,95.9,0,,2
10791,Suburban,1943,F,1,1,,5041,9,47000,1,48.5,80.3,8,6,95.9,0,,2
19286,Rural,1943,F,0,,,3530,10,19000,1,24.8,79.7,11,5,95.9,0,,2
16176,Suburban,,F,1,1,,4200,9,21000,1,36.5,77.8,10,4,95.9,0,,2
2783,Urban,1984,,0,0,,None,1,,1,29.9,75.4,,7,95.9,1,72,2
14147,Urban,1961,,0,,,3229,,,1,77.1,73.6,,,95.9,0,,2
2116,Urban,1955,M,0,0,,4100,4,63000,1,87.2,71.9,6,5,95.9,1,36,2
5134,Suburban,1953,M,1,1,,3954,6,58000,1,57.7,70.9,5,6,95.9,0,,2
13025,Rural,1955,M,1,1,,5353,9,48000,1,68.1,97.1,10,2,96,0,,1
14791,Suburban,1947,M,1,1,1,4709,10,27000,1,67.2,95.9,10,1,96,0,,1
2492,Rural,1942,M,1,,,5634,,12000,1,69,95,11,1,96,1,2,1
14148,Suburban,1947,F,1,1,,5236,6,98000,1,83.5,95,3,8,96,0,,1
5916,Rural,1940,M,1,1,,4835,9,52000,1,71.7,94.5,7,7,96,0,,1
4936,Urban,1967,F,0,1,,5215,,145000,1,74.7,94.2,1,,96,0,,1
15411,Suburban,1948,M,0,,,4034,,32000,1,76.9,92.8,7,,96,0,,1
18622,Rural,1952,M,1,1,,5764,2,75000,1,20.8,92.2,5,7,96,0,,1
9124,Suburban,1962,M,1,,,3228,9,34000,1,37.1,91.8,10,6,96,0,,1
2378,Rural,1943,M,1,1,,4250,9,69000,1,24.7,91.3,4,6,96,1,86,1
4259,Suburban,1949,M,0,,,5245,10,18000,1,57,91.2,11,4,96,0,,1
4680,Suburban,1971,F,0,,,4643,,44000,1,63.9,89.4,9,,96,0,,1
839,Rural,1945,F,1,1,,4694,6,43000,1,48.2,89.3,8,4,96,1,13,1
1696,Suburban,1972,,1,1,,4234,9,70000,1,47.2,89.3,5,6,96,1,67,1
18125,Urban,1985,M,1,,,4116,5,72000,1,63.1,88.7,5,7,96,0,,1
15486,Suburban,1977,F,1,1,,5048,1,133000,1,16.1,87.4,3,9,96,0,,2
7152,Suburban,1938,M,1,1,,5370,9,40000,1,74.4,87.1,2,7,96,0,,2
8847,Rural,1970,F,1,1,,4009,9,44000,1,35.6,86.7,7,2,96,0,,2
9531,Rural,1959,F,0,1,,3076,8,53000,1,67.9,86.4,6,7,96,0,,2
14847,Suburban,1949,M,1,1,,5256,9,53000,1,50.5,86.3,7,6,96,0,,2
6972,Rural,1965,F,1,0,1,3056,4,78000,1,58.1,86.3,5,7,96,0,,2
2813,Rural,1938,F,1,1,,4088,10,17000,1,57.9,86.2,11,4,96,1,7,2
648,Suburban,1962,F,0,1,,3019,6,93000,1,20.1,85.3,4,9,96,1,97,2
2999,Urban,1994,F,0,,,3209,8,80000,1,44.5,83.4,5,6,96,1,99,2
5847,Rural,1958,F,0,0,,4434,10,49000,1,34.3,83.2,11,3,96,0,,2
11790,Suburban,1956,F,1,1,,4644,9,43000,1,58.4,82.6,9,4,96,0,,2
19883,Urban,1959,M,1,,,4139,9,72000,1,50.7,81.7,5,2,96,0,,2
1372,Urban,1988,F,0,,,3209,3,86000,1,56.9,79.2,6,7,96,1,82,2
14179,Urban,1958,M,0,,,3616,10,23000,1,35,79.1,11,2,96,0,,2
19403,Rural,1958,M,1,1,,4601,8,90000,1,63.9,98.1,4,7,96.1,0,,1
3324,Suburban,1943,M,1,1,,4036,,53000,1,74.1,96.8,7,,96.1,0,,1
13915,Rural,1941,F,0,1,,3421,9,20000,1,87.3,96.4,10,4,96.1,0,,1
2049,Rural,1952,F,1,1,,3579,9,52000,1,71.5,96.4,8,6,96.1,1,17,1
15890,Suburban,1942,F,1,1,,5509,7,55000,1,81.8,96.1,7,7,96.1,0,,1
6369,Urban,1953,M,1,1,,3088,9,27000,1,63.5,95.1,8,4,96.1,0,,1
7397,Suburban,1951,F,1,1,,4902,5,55000,1,65.9,94.9,7,5,96.1,0,,1
3620,Suburban,1946,M,1,1,,4312,10,41000,1,53.9,93.7,8,1,96.1,1,97,1
5664,Suburban,1957,F,1,1,,5145,7,70000,1,39.6,93.3,6,6,96.1,0,,1
1318,Rural,1955,M,0,1,,5665,4,56000,1,80.8,93,8,5,96.1,1,23,1
8459,Suburban,1958,F,1,1,1,4707,9,45000,1,83,91.3,3,2,96.1,0,,1
3372,Urban,1959,M,1,1,,3237,4,94000,1,79,91.2,1,8,96.1,1,93,1
13407,Suburban,1940,,1,,,4446,,72000,1,72.8,91.1,7,,96.1,0,,1
3255,Suburban,1953,M,1,,,5231,9,55000,1,85.2,88.1,7,6,96.1,1,21,1
7289,Suburban,1969,F,1,,,None,,60000,1,19.8,87.8,7,,96.1,0,,1
4229,Rural,1979,F,1,,,4029,2,17000,1,62,87.1,10,10,96.1,0,,1
6832,Suburban,1964,F,0,1,,3120,5,77000,1,27,85.5,4,7,96.1,0,,2
13222,Urban,1961,F,1,,,4128,10,44000,1,47.7,84.8,4,4,96.1,0,,2
12064,Urban,1971,F,0,1,1,3234,1,134000,1,14.7,84.7,3,10,96.1,0,,2
1807,Suburban,1955,M,1,1,,4142,7,47000,1,75.4,83.6,2,2,96.1,1,90,2
19327,Rural,1922,M,1,,,3945,,16000,1,71.5,83.3,11,2,96.1,0,,2
8793,Suburban,1965,F,0,1,,5147,,95000,1,58.8,83.2,1,,96.1,0,,2
16095,Urban,1970,F,0,1,,4102,,50000,1,39.9,82,7,,96.1,0,,2
12754,Urban,1966,M,0,1,1,3017,5,95000,1,31.9,81.3,2,9,96.1,0,,2
14045,Suburban,1933,M,1,1,,4712,,14000,1,51.7,81.3,11,1,96.1,0,,2
12654,Urban,1975,M,1,,,4112,10,62000,1,16.2,81,5,7,96.1,0,,2
9306,Suburban,1939,M,1,1,,4127,,14000,1,54.2,79.5,11,1,96.1,0,,2
1349,Urban,1982,F,0,,,4120,10,44000,1,16.2,79.2,7,1,96.1,1,92,2
4533,Rural,1945,,0,,,3949,,,1,75.5,78.4,,,96.1,0,,2
8353,Urban,1953,,0,,,4102,2,76000,1,74.3,75.8,5,5,96.1,0,,2
2219,Urban,1941,M,1,1,,4328,5,48000,1,72.1,75.4,8,6,96.1,1,37,2
18947,Urban,1957,F,0,1,,5227,,64000,1,72.5,73.3,8,,96.1,0,,2
9807,Suburban,1953,M,1,1,,4873,1,123000,1,74.4,98,4,8,96.2,0,,1
2810,Rural,1962,M,1,1,,None,2,,1,74.8,97.8,,9,96.2,1,34,1
8082,Suburban,1949,M,1,1,,3613,10,27000,1,66.5,97.3,10,2,96.2,0,,1
19244,Suburban,1962,F,1,1,,4134,1,120000,1,58.3,96.8,2,10,96.2,0,,1
4180,Rural,1943,M,0,1,,3950,9,20000,1,79.8,96.2,11,2,96.2,1,79,1
6537,Rural,1934,M,1,1,1,3965,9,48000,1,73.1,96.1,5,4,96.2,0,,1
12713,Suburban,1933,M,1,,,3014,9,51000,1,85.8,95.8,8,8,96.2,0,,1
12779,Suburban,1967,F,1,1,1,3550,9,65000,1,58.2,95.8,4,7,96.2,0,,1
15999,Suburban,1957,F,1,1,1,3562,6,86000,1,37.1,94.4,1,6,96.2,0,,1
1755,Rural,1950,M,1,1,,4680,,21000,1,66.6,94.1,10,1,96.2,1,35,1
7201,Suburban,1962,M,0,,,5421,,47000,1,89,94,8,,96.2,0,,1
15904,Rural,1955,M,1,1,,3057,5,68000,1,89.8,94,6,7,96.2,0,,1
4206,Urban,1973,M,1,1,,5208,7,82000,1,19.1,92.9,5,8,96.2,1,62,1
14726,Rural,1937,M,0,1,1,5052,8,32000,1,67.6,90.6,10,3,96.2,0,,1
11598,Suburban,1946,M,1,1,,4727,5,73000,1,80.4,90.2,7,5,96.2,0,,1
2556,Rural,1963,F,0,1,,5601,7,56000,1,38.7,90.1,6,7,96.2,1,44,1
18587,Suburban,1982,F,0,1,,3064,,92000,1,66.4,89.5,4,,96.2,0,,1
7384,Rural,1976,F,1,1,,3940,,52000,1,28.1,88.2,8,3,96.2,0,,1
10659,Suburban,1956,F,0,,,5031,,,1,57.2,87.9,,,96.2,0,,2
16890,Rural,1951,F,1,1,,3033,10,15000,1,61.7,87.5,10,2,96.2,0,,2
2153,Suburban,1954,F,0,1,,3950,7,30000,1,72.6,86.1,10,2,96.2,1,18,2
19387,Urban,1981,M,1,1,,3221,5,87000,1,53.8,86.1,1,8,96.2,0,,2
16175,Urban,1971,M,1,1,,4134,9,57000,1,65.2,85.1,1,6,96.2,0,,2
18702,Suburban,1971,M,0,1,,4067,7,92000,1,19.4,84.6,2,9,96.2,0,,2
13709,Urban,1960,M,0,1,,3214,1,122000,1,34.1,84.5,4,10,96.2,0,,2
11858,Rural,1958,F,0,,,3566,,75000,1,26.6,83.8,5,,96.2,0,,2
19930,Rural,1936,F,1,1,,3561,9,50000,1,75.5,83.5,7,7,96.2,0,,2
12304,Rural,1928,M,0,,,5667,,14000,1,71.5,82.1,11,1,96.2,0,,2
498,Suburban,1961,M,0,1,,4426,10,41000,1,29.2,81.4,6,4,96.2,1,31,2
15836,Rural,1953,,0,,,None,,,1,28,80,,,96.2,0,,2
9863,Rural,1934,F,1,1,,3737,,18000,1,36.3,79.3,11,2,96.2,0,,2
15482,Urban,1940,F,0,1,,5429,,42000,1,33.1,79.2,11,,96.2,0,,2
13501,Rural,1941,,0,,,3312,,,1,28.1,77.1,,,96.2,0,,2
9845,Suburban,1930,F,1,1,,5386,8,47000,1,50.9,75.6,9,2,96.2,0,,2
18439,Suburban,1946,M,1,1,,4138,7,76000,1,59.2,74.6,4,7,96.2,0,,2
15749,Suburban,1942,F,0,1,,3010,9,49000,1,51,70.1,10,8,96.2,0,,2
15977,Rural,1949,M,1,1,1,3964,6,28000,1,73.9,97.8,9,2,96.3,0,,1
15718,Rural,1949,F,1,1,,4605,5,74000,1,81.5,97.4,1,7,96.3,0,,1
10231,Suburban,1944,F,1,1,,4009,9,52000,1,72,97.1,7,6,96.3,0,,1
